id,tracking_number,vehicle_id,driver_id,warehouse_id,region,status,priority,estimated_delivery_time,actual_delivery_time,delay_minutes,last_updated_at
DLV-KGL-004344,KGL-004344,VHL-KGL-017,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T12:23:00Z,2026-05-04T12:23:00Z,0,2026-05-04T12:23:00Z
DLV-KGL-004345,KGL-004345,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-04T12:24:00Z,2026-05-04T12:24:00Z,0,2026-05-04T12:24:00Z
DLV-KGL-004346,KGL-004346,VHL-KGL-006,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T12:25:00Z,2026-05-04T12:25:00Z,0,2026-05-04T12:25:00Z
DLV-KGL-004347,KGL-004347,VHL-KGL-001,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T12:26:00Z,2026-05-04T12:26:00Z,0,2026-05-04T12:26:00Z
DLV-KGL-004348,KGL-004348,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T12:27:00Z,2026-05-04T12:27:00Z,0,2026-05-04T12:27:00Z
DLV-KGL-004349,KGL-004349,VHL-KGL-004,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T12:28:00Z,2026-05-04T12:28:00Z,0,2026-05-04T12:28:00Z
DLV-KGL-004350,KGL-004350,VHL-KGL-015,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T12:29:00Z,2026-05-04T12:29:00Z,0,2026-05-04T12:29:00Z
DLV-KGL-004351,KGL-004351,VHL-KGL-018,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T12:30:00Z,2026-05-04T12:30:00Z,0,2026-05-04T12:30:00Z
DLV-KGL-004352,KGL-004352,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-04T12:31:00Z,2026-05-04T12:31:00Z,20,2026-05-04T12:31:00Z
DLV-KGL-004353,KGL-004353,VHL-KGL-002,DRV-002,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-04T12:32:00Z,2026-05-04T12:32:00Z,22,2026-05-04T12:32:00Z
DLV-KGL-004354,KGL-004354,VHL-KGL-004,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-04T12:33:00Z,2026-05-04T12:33:00Z,0,2026-05-04T12:33:00Z
DLV-KGL-004355,KGL-004355,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T12:34:00Z,2026-05-04T12:34:00Z,0,2026-05-04T12:34:00Z
DLV-KGL-004356,KGL-004356,VHL-KGL-017,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T12:35:00Z,2026-05-04T12:35:00Z,0,2026-05-04T12:35:00Z
DLV-KGL-004357,KGL-004357,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T12:36:00Z,2026-05-04T12:36:00Z,0,2026-05-04T12:36:00Z
DLV-KGL-004358,KGL-004358,VHL-KGL-004,DRV-004,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-04T12:37:00Z,2026-05-04T12:37:00Z,20,2026-05-04T12:37:00Z
DLV-KGL-004359,KGL-004359,VHL-KGL-018,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-04T12:38:00Z,2026-05-04T12:38:00Z,0,2026-05-04T12:38:00Z
DLV-KGL-004360,KGL-004360,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T12:39:00Z,2026-05-04T12:39:00Z,0,2026-05-04T12:39:00Z
DLV-KGL-004361,KGL-004361,VHL-KGL-018,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T12:40:00Z,2026-05-04T12:40:00Z,0,2026-05-04T12:40:00Z
DLV-KGL-004362,KGL-004362,VHL-KGL-016,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-04T12:41:00Z,2026-05-04T12:41:00Z,0,2026-05-04T12:41:00Z
DLV-KGL-004363,KGL-004363,VHL-KGL-019,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-04T12:42:00Z,2026-05-04T12:42:00Z,0,2026-05-04T12:42:00Z
DLV-KGL-004364,KGL-004364,VHL-KGL-013,DRV-003,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-04T12:43:00Z,2026-05-04T12:43:00Z,5,2026-05-04T12:43:00Z
DLV-KGL-004365,KGL-004365,VHL-KGL-001,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-04T12:44:00Z,2026-05-04T12:44:00Z,11,2026-05-04T12:44:00Z
DLV-KGL-004366,KGL-004366,VHL-KGL-011,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T12:45:00Z,2026-05-04T12:45:00Z,0,2026-05-04T12:45:00Z
DLV-KGL-004367,KGL-004367,VHL-KGL-007,DRV-002,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-04T12:46:00Z,2026-05-04T12:46:00Z,0,2026-05-04T12:46:00Z
DLV-KGL-004368,KGL-004368,VHL-KGL-020,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T12:47:00Z,2026-05-04T12:47:00Z,0,2026-05-04T12:47:00Z
DLV-KGL-004369,KGL-004369,VHL-KGL-017,DRV-002,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-04T12:48:00Z,2026-05-04T12:48:00Z,15,2026-05-04T12:48:00Z
DLV-KGL-004370,KGL-004370,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T12:49:00Z,2026-05-04T12:49:00Z,0,2026-05-04T12:49:00Z
DLV-KGL-004371,KGL-004371,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T12:50:00Z,2026-05-04T12:50:00Z,0,2026-05-04T12:50:00Z
DLV-KGL-004372,KGL-004372,VHL-KGL-016,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T12:51:00Z,2026-05-04T12:51:00Z,0,2026-05-04T12:51:00Z
DLV-KGL-004373,KGL-004373,VHL-KGL-008,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-04T12:52:00Z,2026-05-04T12:52:00Z,0,2026-05-04T12:52:00Z
DLV-KGL-004374,KGL-004374,VHL-KGL-018,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T12:53:00Z,2026-05-04T12:53:00Z,0,2026-05-04T12:53:00Z
DLV-KGL-004375,KGL-004375,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,HIGH,2026-05-04T12:54:00Z,2026-05-04T12:54:00Z,0,2026-05-04T12:54:00Z
DLV-KGL-004376,KGL-004376,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-04T12:55:00Z,2026-05-04T12:55:00Z,21,2026-05-04T12:55:00Z
DLV-KGL-004377,KGL-004377,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T12:56:00Z,2026-05-04T12:56:00Z,0,2026-05-04T12:56:00Z
DLV-KGL-004378,KGL-004378,VHL-KGL-019,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T12:57:00Z,2026-05-04T12:57:00Z,0,2026-05-04T12:57:00Z
DLV-KGL-004379,KGL-004379,VHL-KGL-014,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T12:58:00Z,2026-05-04T12:58:00Z,0,2026-05-04T12:58:00Z
DLV-KGL-004380,KGL-004380,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-04T12:59:00Z,2026-05-04T12:59:00Z,0,2026-05-04T12:59:00Z
DLV-KGL-004381,KGL-004381,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Sisli,DELAYED,NORMAL,2026-05-04T13:00:00Z,2026-05-04T13:00:00Z,22,2026-05-04T13:00:00Z
DLV-KGL-004382,KGL-004382,VHL-KGL-012,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T13:01:00Z,2026-05-04T13:01:00Z,0,2026-05-04T13:01:00Z
DLV-KGL-004383,KGL-004383,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-04T13:02:00Z,2026-05-04T13:02:00Z,28,2026-05-04T13:02:00Z
DLV-KGL-004384,KGL-004384,VHL-KGL-015,DRV-005,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-04T13:03:00Z,2026-05-04T13:03:00Z,17,2026-05-04T13:03:00Z
DLV-KGL-004385,KGL-004385,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T13:04:00Z,2026-05-04T13:04:00Z,0,2026-05-04T13:04:00Z
DLV-KGL-004386,KGL-004386,VHL-KGL-001,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:05:00Z,2026-05-04T13:05:00Z,0,2026-05-04T13:05:00Z
DLV-KGL-004387,KGL-004387,VHL-KGL-011,DRV-001,WH-ANK-001,Ankara-Cankaya,DELAYED,NORMAL,2026-05-04T13:06:00Z,2026-05-04T13:06:00Z,8,2026-05-04T13:06:00Z
DLV-KGL-004388,KGL-004388,VHL-KGL-014,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T13:07:00Z,2026-05-04T13:07:00Z,0,2026-05-04T13:07:00Z
DLV-KGL-004389,KGL-004389,VHL-KGL-020,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-04T13:08:00Z,2026-05-04T13:08:00Z,0,2026-05-04T13:08:00Z
DLV-KGL-004390,KGL-004390,VHL-KGL-002,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-04T13:09:00Z,2026-05-04T13:09:00Z,27,2026-05-04T13:09:00Z
DLV-KGL-004391,KGL-004391,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:10:00Z,2026-05-04T13:10:00Z,0,2026-05-04T13:10:00Z
DLV-KGL-004392,KGL-004392,VHL-KGL-011,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:11:00Z,2026-05-04T13:11:00Z,0,2026-05-04T13:11:00Z
DLV-KGL-004393,KGL-004393,VHL-KGL-002,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-04T13:12:00Z,2026-05-04T13:12:00Z,0,2026-05-04T13:12:00Z
DLV-KGL-004394,KGL-004394,VHL-KGL-005,DRV-005,WH-IST-001,Istanbul-Sisli,DELAYED,NORMAL,2026-05-04T13:13:00Z,2026-05-04T13:13:00Z,10,2026-05-04T13:13:00Z
DLV-KGL-004395,KGL-004395,VHL-KGL-018,DRV-003,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-04T13:14:00Z,2026-05-04T13:14:00Z,5,2026-05-04T13:14:00Z
DLV-KGL-004396,KGL-004396,VHL-KGL-011,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-04T13:15:00Z,2026-05-04T13:15:00Z,0,2026-05-04T13:15:00Z
DLV-KGL-004397,KGL-004397,VHL-KGL-011,DRV-001,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-04T13:16:00Z,2026-05-04T13:16:00Z,9,2026-05-04T13:16:00Z
DLV-KGL-004398,KGL-004398,VHL-KGL-019,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:17:00Z,2026-05-04T13:17:00Z,0,2026-05-04T13:17:00Z
DLV-KGL-004399,KGL-004399,VHL-KGL-005,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-04T13:18:00Z,2026-05-04T13:18:00Z,0,2026-05-04T13:18:00Z
DLV-KGL-004400,KGL-004400,VHL-KGL-019,DRV-004,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-04T13:19:00Z,2026-05-04T13:19:00Z,12,2026-05-04T13:19:00Z
DLV-KGL-004401,KGL-004401,VHL-KGL-004,DRV-004,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-04T13:20:00Z,2026-05-04T13:20:00Z,7,2026-05-04T13:20:00Z
DLV-KGL-004402,KGL-004402,VHL-KGL-006,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:21:00Z,2026-05-04T13:21:00Z,0,2026-05-04T13:21:00Z
DLV-KGL-004403,KGL-004403,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-04T13:22:00Z,2026-05-04T13:22:00Z,0,2026-05-04T13:22:00Z
DLV-KGL-004404,KGL-004404,VHL-KGL-006,DRV-001,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-04T13:23:00Z,2026-05-04T13:23:00Z,24,2026-05-04T13:23:00Z
DLV-KGL-004405,KGL-004405,VHL-KGL-005,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T13:24:00Z,2026-05-04T13:24:00Z,0,2026-05-04T13:24:00Z
DLV-KGL-004406,KGL-004406,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-04T13:25:00Z,2026-05-04T13:25:00Z,10,2026-05-04T13:25:00Z
DLV-KGL-004407,KGL-004407,VHL-KGL-006,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T13:26:00Z,2026-05-04T13:26:00Z,0,2026-05-04T13:26:00Z
DLV-KGL-004408,KGL-004408,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:27:00Z,2026-05-04T13:27:00Z,0,2026-05-04T13:27:00Z
DLV-KGL-004409,KGL-004409,VHL-KGL-006,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T13:28:00Z,2026-05-04T13:28:00Z,0,2026-05-04T13:28:00Z
DLV-KGL-004410,KGL-004410,VHL-KGL-004,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-04T13:29:00Z,2026-05-04T13:29:00Z,0,2026-05-04T13:29:00Z
DLV-KGL-004411,KGL-004411,VHL-KGL-007,DRV-002,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T13:30:00Z,2026-05-04T13:30:00Z,0,2026-05-04T13:30:00Z
DLV-KGL-004412,KGL-004412,VHL-KGL-015,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-04T13:31:00Z,2026-05-04T13:31:00Z,0,2026-05-04T13:31:00Z
DLV-KGL-004413,KGL-004413,VHL-KGL-001,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-04T13:32:00Z,2026-05-04T13:32:00Z,0,2026-05-04T13:32:00Z
DLV-KGL-004414,KGL-004414,VHL-KGL-013,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T13:33:00Z,2026-05-04T13:33:00Z,0,2026-05-04T13:33:00Z
DLV-KGL-004415,KGL-004415,VHL-KGL-008,DRV-003,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:34:00Z,2026-05-04T13:34:00Z,0,2026-05-04T13:34:00Z
DLV-KGL-004416,KGL-004416,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T13:35:00Z,2026-05-04T13:35:00Z,0,2026-05-04T13:35:00Z
DLV-KGL-004417,KGL-004417,VHL-KGL-011,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-04T13:36:00Z,2026-05-04T13:36:00Z,0,2026-05-04T13:36:00Z
DLV-KGL-004418,KGL-004418,VHL-KGL-012,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-04T13:37:00Z,2026-05-04T13:37:00Z,0,2026-05-04T13:37:00Z
DLV-KGL-004419,KGL-004419,VHL-KGL-017,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T13:38:00Z,2026-05-04T13:38:00Z,0,2026-05-04T13:38:00Z
DLV-KGL-004420,KGL-004420,VHL-KGL-020,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:39:00Z,2026-05-04T13:39:00Z,0,2026-05-04T13:39:00Z
DLV-KGL-004421,KGL-004421,VHL-KGL-017,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-04T13:40:00Z,2026-05-04T13:40:00Z,21,2026-05-04T13:40:00Z
DLV-KGL-004422,KGL-004422,VHL-KGL-017,DRV-002,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-04T13:41:00Z,2026-05-04T13:41:00Z,13,2026-05-04T13:41:00Z
DLV-KGL-004423,KGL-004423,VHL-KGL-011,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELIVERED,HIGH,2026-05-04T13:42:00Z,2026-05-04T13:42:00Z,0,2026-05-04T13:42:00Z
DLV-KGL-004424,KGL-004424,VHL-KGL-009,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:43:00Z,2026-05-04T13:43:00Z,0,2026-05-04T13:43:00Z
DLV-KGL-004425,KGL-004425,VHL-KGL-004,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:44:00Z,2026-05-04T13:44:00Z,0,2026-05-04T13:44:00Z
DLV-KGL-004426,KGL-004426,VHL-KGL-012,DRV-002,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-04T13:45:00Z,2026-05-04T13:45:00Z,19,2026-05-04T13:45:00Z
DLV-KGL-004427,KGL-004427,VHL-KGL-006,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:46:00Z,2026-05-04T13:46:00Z,0,2026-05-04T13:46:00Z
DLV-KGL-004428,KGL-004428,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T13:47:00Z,2026-05-04T13:47:00Z,0,2026-05-04T13:47:00Z
DLV-KGL-004429,KGL-004429,VHL-KGL-013,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T13:48:00Z,2026-05-04T13:48:00Z,0,2026-05-04T13:48:00Z
DLV-KGL-004430,KGL-004430,VHL-KGL-013,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,LOW,2026-05-04T13:49:00Z,2026-05-04T13:49:00Z,0,2026-05-04T13:49:00Z
DLV-KGL-004431,KGL-004431,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:50:00Z,2026-05-04T13:50:00Z,0,2026-05-04T13:50:00Z
DLV-KGL-004432,KGL-004432,VHL-KGL-014,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T13:51:00Z,2026-05-04T13:51:00Z,0,2026-05-04T13:51:00Z
DLV-KGL-004433,KGL-004433,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:52:00Z,2026-05-04T13:52:00Z,0,2026-05-04T13:52:00Z
DLV-KGL-004434,KGL-004434,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-04T13:53:00Z,2026-05-04T13:53:00Z,20,2026-05-04T13:53:00Z
DLV-KGL-004435,KGL-004435,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:54:00Z,2026-05-04T13:54:00Z,0,2026-05-04T13:54:00Z
DLV-KGL-004436,KGL-004436,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T13:55:00Z,2026-05-04T13:55:00Z,0,2026-05-04T13:55:00Z
DLV-KGL-004437,KGL-004437,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELAYED,NORMAL,2026-05-04T13:56:00Z,2026-05-04T13:56:00Z,25,2026-05-04T13:56:00Z
DLV-KGL-004438,KGL-004438,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:57:00Z,2026-05-04T13:57:00Z,0,2026-05-04T13:57:00Z
DLV-KGL-004439,KGL-004439,VHL-KGL-005,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,LOW,2026-05-04T13:58:00Z,2026-05-04T13:58:00Z,0,2026-05-04T13:58:00Z
DLV-KGL-004440,KGL-004440,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T13:59:00Z,2026-05-04T13:59:00Z,0,2026-05-04T13:59:00Z
DLV-KGL-004441,KGL-004441,VHL-KGL-011,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T14:00:00Z,2026-05-04T14:00:00Z,0,2026-05-04T14:00:00Z
DLV-KGL-004442,KGL-004442,VHL-KGL-004,DRV-004,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-04T14:01:00Z,2026-05-04T14:01:00Z,20,2026-05-04T14:01:00Z
DLV-KGL-004443,KGL-004443,VHL-KGL-015,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-04T14:02:00Z,2026-05-04T14:02:00Z,0,2026-05-04T14:02:00Z
DLV-KGL-004444,KGL-004444,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T14:03:00Z,2026-05-04T14:03:00Z,0,2026-05-04T14:03:00Z
DLV-KGL-004445,KGL-004445,VHL-KGL-008,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T14:04:00Z,2026-05-04T14:04:00Z,0,2026-05-04T14:04:00Z
DLV-KGL-004446,KGL-004446,VHL-KGL-015,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T14:05:00Z,2026-05-04T14:05:00Z,0,2026-05-04T14:05:00Z
DLV-KGL-004447,KGL-004447,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-04T14:06:00Z,2026-05-04T14:06:00Z,0,2026-05-04T14:06:00Z
DLV-KGL-004448,KGL-004448,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T14:07:00Z,2026-05-04T14:07:00Z,0,2026-05-04T14:07:00Z
DLV-KGL-004449,KGL-004449,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T14:08:00Z,2026-05-04T14:08:00Z,0,2026-05-04T14:08:00Z
DLV-KGL-004450,KGL-004450,VHL-KGL-004,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T14:09:00Z,2026-05-04T14:09:00Z,0,2026-05-04T14:09:00Z
DLV-KGL-004451,KGL-004451,VHL-KGL-014,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T14:10:00Z,2026-05-04T14:10:00Z,0,2026-05-04T14:10:00Z
DLV-KGL-004452,KGL-004452,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-04T14:11:00Z,2026-05-04T14:11:00Z,24,2026-05-04T14:11:00Z
DLV-KGL-004453,KGL-004453,VHL-KGL-009,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T14:12:00Z,2026-05-04T14:12:00Z,0,2026-05-04T14:12:00Z
DLV-KGL-004454,KGL-004454,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-04T14:13:00Z,2026-05-04T14:13:00Z,0,2026-05-04T14:13:00Z
DLV-KGL-004455,KGL-004455,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T14:14:00Z,2026-05-04T14:14:00Z,0,2026-05-04T14:14:00Z
DLV-KGL-004456,KGL-004456,VHL-KGL-009,DRV-004,WH-ANK-001,Ankara-Cankaya,DELAYED,NORMAL,2026-05-04T14:15:00Z,2026-05-04T14:15:00Z,24,2026-05-04T14:15:00Z
DLV-KGL-004457,KGL-004457,VHL-KGL-020,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-04T14:16:00Z,2026-05-04T14:16:00Z,0,2026-05-04T14:16:00Z
DLV-KGL-004458,KGL-004458,VHL-KGL-008,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T14:17:00Z,2026-05-04T14:17:00Z,0,2026-05-04T14:17:00Z
DLV-KGL-004459,KGL-004459,VHL-KGL-010,DRV-005,WH-IZM-001,Izmir-Konak,DELAYED,NORMAL,2026-05-04T14:18:00Z,2026-05-04T14:18:00Z,9,2026-05-04T14:18:00Z
DLV-KGL-004460,KGL-004460,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T14:19:00Z,2026-05-04T14:19:00Z,0,2026-05-04T14:19:00Z
DLV-KGL-004461,KGL-004461,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-04T14:20:00Z,2026-05-04T14:20:00Z,0,2026-05-04T14:20:00Z
DLV-KGL-004462,KGL-004462,VHL-KGL-012,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T14:21:00Z,2026-05-04T14:21:00Z,0,2026-05-04T14:21:00Z
DLV-KGL-004463,KGL-004463,VHL-KGL-003,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-04T14:22:00Z,2026-05-04T14:22:00Z,0,2026-05-04T14:22:00Z
DLV-KGL-004464,KGL-004464,VHL-KGL-018,DRV-003,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-04T14:23:00Z,2026-05-04T14:23:00Z,16,2026-05-04T14:23:00Z
DLV-KGL-004465,KGL-004465,VHL-KGL-011,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-04T14:24:00Z,2026-05-04T14:24:00Z,0,2026-05-04T14:24:00Z
DLV-KGL-004466,KGL-004466,VHL-KGL-010,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-04T14:25:00Z,2026-05-04T14:25:00Z,0,2026-05-04T14:25:00Z
